station,valid,tmpf
ORD,2019-04-05 16:51,55.00
ORD,2019-04-05 17:51,55.00
ORD,2019-04-05 18:51,53.00
ORD,2019-04-05 19:51,51.00
ORD,2019-04-05 20:51,51.00
ORD,2019-04-05 21:51,51.00
ORD,2019-04-05 22:51,50.00
ORD,2019-04-05 23:51,50.00
ORD,2019-04-06 00:29,49.00
ORD,2019-04-06 00:51,48.00
ORD,2019-04-06 01:51,45.00
ORD,2019-04-06 02:51,45.00
ORD,2019-04-06 03:37,43.00
ORD,2019-04-06 03:51,43.00
ORD,2019-04-06 04:51,41.00
ORD,2019-04-06 05:19,42.00
ORD,2019-04-06 05:43,41.00
ORD,2019-04-06 05:51,41.00
ORD,2019-04-06 06:08,40.00
ORD,2019-04-06 06:39,40.00
ORD,2019-04-06 06:51,40.00
ORD,2019-04-06 06:54,40.00
ORD,2019-04-06 07:09,40.00
ORD,2019-04-06 07:46,42.80
ORD,2019-04-06 07:51,43.00
ORD,2019-04-06 08:18,45.00
ORD,2019-04-06 08:51,48.00
ORD,2019-04-06 09:03,49.00
ORD,2019-04-06 09:51,52.00
ORD,2019-04-06 10:51,57.00
ORD,2019-04-06 11:51,58.00
ORD,2019-04-06 12:37,61.00
ORD,2019-04-06 12:51,61.00
ORD,2019-04-06 13:51,62.00
ORD,2019-04-06 14:51,64.00
ORD,2019-04-06 15:51,66.00
ORD,2019-04-06 16:51,62.00
ORD,2019-04-06 17:51,60.00
ORD,2019-04-06 18:51,58.00
ORD,2019-04-06 19:51,54.00
ORD,2019-04-06 20:51,53.00
ORD,2019-04-06 21:51,52.00
ORD,2019-04-06 22:51,53.00
ORD,2019-04-06 23:51,53.00
ORD,2019-04-07 00:51,54.00
ORD,2019-04-07 01:51,54.00
ORD,2019-04-07 02:51,53.00
ORD,2019-04-07 03:51,51.00
ORD,2019-04-07 04:51,51.00
ORD,2019-04-07 05:51,52.00
ORD,2019-04-07 06:51,53.00
ORD,2019-04-07 07:51,54.00
ORD,2019-04-07 08:51,56.00
ORD,2019-04-07 09:51,56.00
ORD,2019-04-07 10:51,56.00
ORD,2019-04-07 11:51,59.00
ORD,2019-04-07 12:04,60.00
ORD,2019-04-07 12:21,60.00
ORD,2019-04-07 12:44,60.00
ORD,2019-04-07 12:51,62.00
ORD,2019-04-07 13:10,60.00
ORD,2019-04-07 13:19,60.00
ORD,2019-04-07 13:51,62.00
ORD,2019-04-07 14:51,62.00
ORD,2019-04-07 15:06,63.00
ORD,2019-04-07 15:43,63.00
ORD,2019-04-07 15:51,64.00
ORD,2019-04-07 16:51,67.00
ORD,2019-04-07 17:51,62.00
ORD,2019-04-07 17:55,60.00
ORD,2019-04-07 18:02,61.00
ORD,2019-04-07 18:16,63.00
ORD,2019-04-07 18:41,64.00
ORD,2019-04-07 18:51,64.00
ORD,2019-04-07 19:51,64.00
ORD,2019-04-07 20:51,61.00
ORD,2019-04-07 21:51,59.00
ORD,2019-04-07 22:51,57.00
ORD,2019-04-07 23:51,57.00
ORD,2019-04-08 00:51,56.00
ORD,2019-04-08 01:51,56.00
ORD,2019-04-08 02:51,57.00
ORD,2019-04-08 03:51,56.00
ORD,2019-04-08 04:51,54.00
ORD,2019-04-08 05:51,53.00
ORD,2019-04-08 06:51,52.00
ORD,2019-04-08 07:51,54.00
ORD,2019-04-08 08:51,57.00
ORD,2019-04-08 09:51,59.00
ORD,2019-04-08 10:51,63.00
ORD,2019-04-08 11:51,65.00
ORD,2019-04-08 12:51,68.00
ORD,2019-04-08 13:51,71.00
ORD,2019-04-08 14:51,70.00
ORD,2019-04-08 15:51,72.00
ORD,2019-04-08 16:51,73.00
ORD,2019-04-08 17:51,72.00
ORD,2019-04-08 18:51,71.00
ORD,2019-04-08 19:51,68.00
ORD,2019-04-08 20:51,66.00
ORD,2019-04-08 21:51,65.00
ORD,2019-04-08 22:51,64.00
ORD,2019-04-08 23:51,63.00
ORD,2019-04-09 00:51,61.00
ORD,2019-04-09 01:51,57.00
ORD,2019-04-09 02:51,52.00
ORD,2019-04-09 03:51,50.00
ORD,2019-04-09 04:51,50.00
ORD,2019-04-09 05:51,49.00
ORD,2019-04-09 06:51,48.00
ORD,2019-04-09 07:51,52.00
ORD,2019-04-09 08:51,56.00
ORD,2019-04-09 09:51,57.00
ORD,2019-04-09 10:51,61.00
ORD,2019-04-09 11:51,62.00
ORD,2019-04-09 12:51,62.00
ORD,2019-04-09 13:51,64.00
ORD,2019-04-09 14:51,64.00
ORD,2019-04-09 15:51,63.00
ORD,2019-04-09 16:51,65.00
ORD,2019-04-09 17:51,64.00
ORD,2019-04-09 18:51,62.00
ORD,2019-04-09 19:51,61.00
ORD,2019-04-09 20:51,59.00
ORD,2019-04-09 21:14,50.00
ORD,2019-04-09 21:51,44.00
ORD,2019-04-09 22:51,42.00
ORD,2019-04-09 23:51,41.00
ORD,2019-04-10 00:51,39.00
ORD,2019-04-10 01:51,38.00
ORD,2019-04-10 02:51,36.00
ORD,2019-04-10 03:51,35.00
ORD,2019-04-10 04:41,35.00
ORD,2019-04-10 04:51,35.00
ORD,2019-04-10 05:51,34.00
ORD,2019-04-10 06:51,35.00
ORD,2019-04-10 07:51,36.00
ORD,2019-04-10 08:51,36.00
ORD,2019-04-10 09:51,37.00
ORD,2019-04-10 10:51,38.00
ORD,2019-04-10 11:51,38.00
ORD,2019-04-10 12:34,37.00
ORD,2019-04-10 12:51,37.00
ORD,2019-04-10 13:01,36.00
ORD,2019-04-10 13:07,36.00
ORD,2019-04-10 13:42,36.00
ORD,2019-04-10 13:51,36.00
ORD,2019-04-10 14:00,37.00
ORD,2019-04-10 14:17,37.00
ORD,2019-04-10 14:51,37.00
ORD,2019-04-10 15:41,38.00
ORD,2019-04-10 15:51,38.00
ORD,2019-04-10 15:59,38.00
ORD,2019-04-10 16:51,39.00
ORD,2019-04-10 17:51,38.00
ORD,2019-04-10 18:51,39.00
ORD,2019-04-10 19:51,39.00
ORD,2019-04-10 20:51,39.00
ORD,2019-04-10 21:09,39.00
ORD,2019-04-10 21:51,38.00
ORD,2019-04-10 22:51,38.00
ORD,2019-04-10 23:51,38.00
ORD,2019-04-11 00:51,37.00
ORD,2019-04-11 01:51,37.00
ORD,2019-04-11 02:51,37.00
ORD,2019-04-11 03:51,37.00
ORD,2019-04-11 03:58,37.00
ORD,2019-04-11 04:51,37.00
ORD,2019-04-11 05:51,37.00
ORD,2019-04-11 06:48,37.40
ORD,2019-04-11 06:51,37.00
ORD,2019-04-11 07:51,38.00
ORD,2019-04-11 08:51,40.00
ORD,2019-04-11 09:51,40.00
ORD,2019-04-11 10:51,44.00
ORD,2019-04-11 11:51,46.00
ORD,2019-04-11 12:51,47.00
ORD,2019-04-11 13:51,51.00
ORD,2019-04-11 14:51,54.00
ORD,2019-04-11 15:51,55.00
ORD,2019-04-11 16:51,55.00
ORD,2019-04-11 17:51,53.00
ORD,2019-04-11 18:51,52.00
ORD,2019-04-11 19:51,52.00
ORD,2019-04-11 20:40,53.00
ORD,2019-04-11 20:51,50.00
ORD,2019-04-11 21:18,48.00
ORD,2019-04-11 21:22,48.00
ORD,2019-04-11 21:32,48.00
ORD,2019-04-11 21:35,48.00
ORD,2019-04-11 21:46,48.20
ORD,2019-04-11 21:51,48.00
ORD,2019-04-11 22:51,49.00
ORD,2019-04-11 23:11,49.00
ORD,2019-04-11 23:51,49.00
ORD,2019-04-12 00:51,49.00
ORD,2019-04-12 01:51,49.00
ORD,2019-04-12 02:17,50.00
ORD,2019-04-12 02:51,51.00
ORD,2019-04-12 03:32,51.00
ORD,2019-04-12 03:51,49.00
ORD,2019-04-12 04:32,47.00
ORD,2019-04-12 04:51,46.00
ORD,2019-04-12 05:51,44.00
ORD,2019-04-12 06:51,43.00
ORD,2019-04-12 07:51,42.00
ORD,2019-04-12 08:51,44.00
ORD,2019-04-12 09:51,45.00
ORD,2019-04-12 10:51,46.00
ORD,2019-04-12 11:51,46.00
ORD,2019-04-12 12:51,48.00
ORD,2019-04-12 13:51,48.00
ORD,2019-04-12 14:51,48.00
ORD,2019-04-12 15:51,48.00
ORD,2019-04-12 16:51,49.00
ORD,2019-04-12 17:51,48.00
ORD,2019-04-12 18:51,47.00
ORD,2019-04-12 19:51,45.00
ORD,2019-04-12 20:51,44.00
ORD,2019-04-12 21:51,42.00
ORD,2019-04-12 22:51,40.00
ORD,2019-04-12 23:51,39.00
ORD,2019-04-13 00:51,38.00
ORD,2019-04-13 01:51,37.00
ORD,2019-04-13 02:51,37.00
ORD,2019-04-13 03:51,36.00
ORD,2019-04-13 04:51,36.00
ORD,2019-04-13 05:51,36.00
ORD,2019-04-13 06:51,35.00
ORD,2019-04-13 07:51,37.00
ORD,2019-04-13 08:51,39.00
ORD,2019-04-13 09:51,42.00
ORD,2019-04-13 10:51,43.00
ORD,2019-04-13 11:51,45.00
ORD,2019-04-13 12:51,48.00
ORD,2019-04-13 13:51,49.00
ORD,2019-04-13 14:51,50.00
ORD,2019-04-13 15:51,51.00
ORD,2019-04-13 16:51,52.00
ORD,2019-04-13 17:51,50.00
ORD,2019-04-13 18:51,49.00
ORD,2019-04-13 19:51,44.00
ORD,2019-04-13 20:51,43.00
ORD,2019-04-13 21:51,42.00
ORD,2019-04-13 22:51,41.00
ORD,2019-04-13 23:51,40.00
ORD,2019-04-14 00:51,39.00
ORD,2019-04-14 01:51,38.00
ORD,2019-04-14 02:51,38.00
ORD,2019-04-14 03:51,38.00
ORD,2019-04-14 04:51,38.00
ORD,2019-04-14 05:51,37.00
ORD,2019-04-14 06:19,36.00
ORD,2019-04-14 06:38,34.00
ORD,2019-04-14 06:51,35.00
ORD,2019-04-14 07:51,35.00
ORD,2019-04-14 07:53,35.00
ORD,2019-04-14 07:56,35.00
ORD,2019-04-14 08:05,34.00
ORD,2019-04-14 08:14,34.00
ORD,2019-04-14 08:38,33.00
ORD,2019-04-14 08:51,33.00
ORD,2019-04-14 08:58,33.00
ORD,2019-04-14 09:31,32.00
ORD,2019-04-14 09:51,32.00
ORD,2019-04-14 10:51,32.00
ORD,2019-04-14 11:30,32.00
ORD,2019-04-14 11:43,32.00
ORD,2019-04-14 11:51,32.00
ORD,2019-04-14 12:51,32.00
ORD,2019-04-14 13:24,32.00
ORD,2019-04-14 13:43,33.00
ORD,2019-04-14 13:51,33.00
ORD,2019-04-14 14:10,33.00
ORD,2019-04-14 14:39,33.00
ORD,2019-04-14 14:51,33.00
ORD,2019-04-14 15:08,34.00
ORD,2019-04-14 15:40,34.00
ORD,2019-04-14 15:51,35.00
ORD,2019-04-14 15:57,34.00
ORD,2019-04-14 16:27,33.00
ORD,2019-04-14 16:51,33.00
ORD,2019-04-14 17:30,33.00
ORD,2019-04-14 17:51,33.00
ORD,2019-04-14 18:03,33.00
ORD,2019-04-14 18:22,33.00
ORD,2019-04-14 18:51,32.00
ORD,2019-04-14 19:04,32.00
ORD,2019-04-14 19:36,32.00
ORD,2019-04-14 19:51,32.00
ORD,2019-04-14 20:04,32.00
ORD,2019-04-14 20:16,32.00
ORD,2019-04-14 20:51,32.00
ORD,2019-04-14 21:17,32.00
ORD,2019-04-14 21:51,32.00
ORD,2019-04-14 22:48,32.00
ORD,2019-04-14 22:51,32.00
ORD,2019-04-14 23:06,33.00
ORD,2019-04-14 23:51,33.00
ORD,2019-04-15 00:32,33.00
ORD,2019-04-15 00:39,33.00
ORD,2019-04-15 00:51,33.00
ORD,2019-04-15 01:00,33.00
ORD,2019-04-15 01:15,33.00
ORD,2019-04-15 01:32,33.00
ORD,2019-04-15 01:51,33.00
ORD,2019-04-15 02:51,33.00
ORD,2019-04-15 03:51,32.00
ORD,2019-04-15 04:51,30.90
ORD,2019-04-15 05:51,30.90
ORD,2019-04-15 06:51,32.00
ORD,2019-04-15 07:51,33.00
ORD,2019-04-15 08:51,38.00
ORD,2019-04-15 09:51,40.00
ORD,2019-04-15 10:51,42.00
ORD,2019-04-15 11:51,44.00
ORD,2019-04-15 12:51,46.00
ORD,2019-04-15 13:51,47.00
ORD,2019-04-15 14:51,49.00
ORD,2019-04-15 15:51,50.00
ORD,2019-04-15 16:51,50.00
ORD,2019-04-15 17:51,51.00
ORD,2019-04-15 18:51,50.00
ORD,2019-04-15 19:51,50.00
ORD,2019-04-15 20:51,50.00
ORD,2019-04-15 21:51,50.00
ORD,2019-04-15 22:51,49.00
ORD,2019-04-15 23:51,48.00
ORD,2019-04-16 00:51,48.00
ORD,2019-04-16 01:51,48.00
ORD,2019-04-16 02:51,49.00
ORD,2019-04-16 03:51,50.00
ORD,2019-04-16 04:51,51.00
ORD,2019-04-16 05:51,51.00
ORD,2019-04-16 06:51,51.00
ORD,2019-04-16 07:51,52.00
ORD,2019-04-16 08:51,54.00
ORD,2019-04-16 09:51,58.00
ORD,2019-04-16 10:51,62.00
ORD,2019-04-16 11:51,65.00
ORD,2019-04-16 12:51,69.00
ORD,2019-04-16 13:51,70.00
ORD,2019-04-16 14:51,71.00
ORD,2019-04-16 15:51,72.00
ORD,2019-04-16 16:51,67.00
ORD,2019-04-16 17:51,59.00
ORD,2019-04-16 18:51,56.00
ORD,2019-04-16 19:51,51.00
ORD,2019-04-16 20:51,48.00
ORD,2019-04-16 21:51,48.00
ORD,2019-04-16 22:51,47.00
ORD,2019-04-16 23:51,46.00
ORD,2019-04-17 00:51,46.00
ORD,2019-04-17 01:51,44.00
ORD,2019-04-17 02:51,46.00
ORD,2019-04-17 03:51,46.00
ORD,2019-04-17 04:51,47.00
ORD,2019-04-17 05:51,47.00
ORD,2019-04-17 06:51,48.00
ORD,2019-04-17 07:51,48.00
ORD,2019-04-17 08:51,49.00
ORD,2019-04-17 09:51,51.00
ORD,2019-04-17 10:51,55.00
ORD,2019-04-17 11:51,61.00
ORD,2019-04-17 12:51,68.00
ORD,2019-04-17 13:51,71.00
ORD,2019-04-17 14:51,74.00
ORD,2019-04-17 15:51,75.00
ORD,2019-04-17 16:51,74.00
ORD,2019-04-17 17:51,74.00
ORD,2019-04-17 18:51,74.00
ORD,2019-04-17 19:51,74.00
ORD,2019-04-17 20:51,72.00
ORD,2019-04-17 21:51,71.00
ORD,2019-04-17 22:51,69.00
ORD,2019-04-17 23:51,67.00
ORD,2019-04-18 00:51,65.00
ORD,2019-04-18 01:51,64.00
ORD,2019-04-18 02:51,63.00
ORD,2019-04-18 03:03,63.00
ORD,2019-04-18 03:48,62.60
ORD,2019-04-18 03:51,62.00
ORD,2019-04-18 04:51,58.00
ORD,2019-04-18 05:48,55.40
ORD,2019-04-18 05:51,55.00
ORD,2019-04-18 06:01,54.00
ORD,2019-04-18 06:43,54.00
ORD,2019-04-18 06:51,54.00
ORD,2019-04-18 07:51,53.00
ORD,2019-04-18 08:51,53.00
ORD,2019-04-18 09:46,53.60
ORD,2019-04-18 09:51,53.00
ORD,2019-04-18 10:51,53.00
ORD,2019-04-18 11:22,52.00
ORD,2019-04-18 11:41,52.00
ORD,2019-04-18 11:51,52.00
ORD,2019-04-18 12:24,51.00
ORD,2019-04-18 12:51,50.00
ORD,2019-04-18 13:19,50.00
ORD,2019-04-18 13:28,50.00
ORD,2019-04-18 13:51,50.00
ORD,2019-04-18 14:29,49.00
ORD,2019-04-18 14:51,49.00
ORD,2019-04-18 15:51,47.00
ORD,2019-04-18 16:51,47.00
ORD,2019-04-18 17:51,47.00
ORD,2019-04-18 18:51,45.00
ORD,2019-04-18 19:51,45.00
ORD,2019-04-18 20:44,44.00
ORD,2019-04-18 20:51,44.00
ORD,2019-04-18 21:51,44.00
ORD,2019-04-18 22:51,44.00
ORD,2019-04-18 23:07,44.00
ORD,2019-04-18 23:26,44.00
ORD,2019-04-18 23:51,44.00
ORD,2019-04-19 00:51,44.00
ORD,2019-04-19 01:43,44.00
ORD,2019-04-19 01:51,44.00
ORD,2019-04-19 02:34,42.00
ORD,2019-04-19 02:51,42.00
ORD,2019-04-19 03:51,42.00
ORD,2019-04-19 04:51,41.00
ORD,2019-04-19 05:51,41.00
ORD,2019-04-19 06:51,41.00
ORD,2019-04-19 07:51,41.00
ORD,2019-04-19 08:51,42.00
ORD,2019-04-19 09:44,43.00
ORD,2019-04-19 09:51,42.00
ORD,2019-04-19 10:51,46.00
ORD,2019-04-19 11:43,47.00
ORD,2019-04-19 11:51,46.00
ORD,2019-04-19 12:51,48.00
ORD,2019-04-19 13:51,50.00
ORD,2019-04-19 14:51,50.00
ORD,2019-04-19 15:51,51.00
ORD,2019-04-19 16:51,50.00
ORD,2019-04-19 17:51,49.00
ORD,2019-04-19 18:51,47.00
ORD,2019-04-19 19:51,46.00
ORD,2019-04-19 20:51,45.00
ORD,2019-04-19 21:51,45.00
ORD,2019-04-19 22:51,44.00
ORD,2019-04-19 23:51,43.00
ORD,2019-04-20 00:51,43.00
ORD,2019-04-20 01:51,43.00
ORD,2019-04-20 02:51,42.00
ORD,2019-04-20 03:51,42.00
ORD,2019-04-20 04:51,37.00
ORD,2019-04-20 05:51,37.00
ORD,2019-04-20 06:51,39.00
ORD,2019-04-20 07:51,45.00
ORD,2019-04-20 08:51,48.00
ORD,2019-04-20 09:51,51.00
ORD,2019-04-20 10:51,55.00
ORD,2019-04-20 11:51,57.00
ORD,2019-04-20 12:51,61.00
ORD,2019-04-20 13:51,63.00
ORD,2019-04-20 14:51,63.00
ORD,2019-04-20 15:51,64.00
ORD,2019-04-20 16:51,64.00
ORD,2019-04-20 17:51,64.00
ORD,2019-04-20 18:51,59.00
ORD,2019-04-20 19:51,53.00
ORD,2019-04-20 20:51,52.00
ORD,2019-04-20 21:51,50.00
ORD,2019-04-20 22:51,49.00
ORD,2019-04-20 23:51,46.00
ORD,2019-04-21 00:51,45.00
ORD,2019-04-21 01:51,45.00
ORD,2019-04-21 02:51,47.00
ORD,2019-04-21 03:51,47.00
ORD,2019-04-21 04:51,46.00
ORD,2019-04-21 05:51,45.00
ORD,2019-04-21 06:51,48.00
ORD,2019-04-21 07:51,53.00
ORD,2019-04-21 08:51,59.00
ORD,2019-04-21 09:51,64.00
ORD,2019-04-21 10:51,68.00
ORD,2019-04-21 11:51,71.00
ORD,2019-04-21 12:51,73.00
ORD,2019-04-21 13:51,74.00
ORD,2019-04-21 14:51,76.00
ORD,2019-04-21 15:51,77.00
ORD,2019-04-21 16:51,77.00
ORD,2019-04-21 17:51,76.00
ORD,2019-04-21 18:51,74.00
ORD,2019-04-21 19:51,72.00
ORD,2019-04-21 20:51,69.00
ORD,2019-04-21 21:51,68.00
ORD,2019-04-21 22:51,66.00
ORD,2019-04-21 23:51,64.00
ORD,2019-04-22 00:51,61.00
ORD,2019-04-22 01:51,60.00
ORD,2019-04-22 02:51,59.00
ORD,2019-04-22 03:51,60.00
ORD,2019-04-22 04:51,60.00
ORD,2019-04-22 05:51,60.00
ORD,2019-04-22 06:51,60.00
ORD,2019-04-22 07:51,61.00
ORD,2019-04-22 08:51,66.00
ORD,2019-04-22 09:51,69.00
ORD,2019-04-22 10:51,70.00
ORD,2019-04-22 11:51,72.00
ORD,2019-04-22 12:51,75.00
ORD,2019-04-22 13:51,76.00
ORD,2019-04-22 14:51,79.00
ORD,2019-04-22 15:51,79.00
ORD,2019-04-22 16:51,78.00
ORD,2019-04-22 17:51,76.00
ORD,2019-04-22 18:25,75.00
ORD,2019-04-22 18:51,71.00
ORD,2019-04-22 19:14,67.00
ORD,2019-04-22 19:27,67.00
ORD,2019-04-22 19:51,67.00
ORD,2019-04-22 20:51,67.00
ORD,2019-04-22 21:51,67.00
ORD,2019-04-22 22:51,67.00
ORD,2019-04-22 23:51,67.00
ORD,2019-04-23 00:51,65.00
ORD,2019-04-23 01:49,64.40
ORD,2019-04-23 01:51,64.00
ORD,2019-04-23 02:26,62.00
ORD,2019-04-23 02:51,61.00
ORD,2019-04-23 03:51,60.00
ORD,2019-04-23 04:51,54.00
ORD,2019-04-23 05:49,51.80
ORD,2019-04-23 05:51,51.00
ORD,2019-04-23 06:51,49.00
ORD,2019-04-23 07:51,49.00
ORD,2019-04-23 08:13,49.00
ORD,2019-04-23 08:51,49.00
ORD,2019-04-23 09:51,50.00
ORD,2019-04-23 10:51,51.00
ORD,2019-04-23 11:51,54.00
ORD,2019-04-23 12:03,55.00
ORD,2019-04-23 12:51,56.00
ORD,2019-04-23 13:11,57.00
ORD,2019-04-23 13:51,59.00
ORD,2019-04-23 14:51,60.00
ORD,2019-04-23 15:51,61.00
ORD,2019-04-23 16:51,60.00
ORD,2019-04-23 17:51,59.00
ORD,2019-04-23 18:51,56.00
ORD,2019-04-23 19:51,53.00
ORD,2019-04-23 20:51,52.00
ORD,2019-04-23 21:51,52.00
ORD,2019-04-23 22:51,51.00
ORD,2019-04-23 23:51,50.00
ORD,2019-04-24 00:51,49.00
ORD,2019-04-24 01:51,48.00
ORD,2019-04-24 02:51,47.00
ORD,2019-04-24 03:51,44.00
ORD,2019-04-24 04:51,43.00
ORD,2019-04-24 05:51,43.00
ORD,2019-04-24 06:51,44.00
ORD,2019-04-24 07:51,47.00
ORD,2019-04-24 08:51,50.00
ORD,2019-04-24 09:51,54.00
ORD,2019-04-24 10:51,57.00
ORD,2019-04-24 11:51,58.00
ORD,2019-04-24 12:51,60.00
ORD,2019-04-24 13:51,62.00
ORD,2019-04-24 14:51,61.00
ORD,2019-04-24 15:51,61.00
ORD,2019-04-24 16:51,61.00
ORD,2019-04-24 17:51,61.00
ORD,2019-04-24 18:51,60.00
ORD,2019-04-24 19:51,59.00
ORD,2019-04-24 20:51,58.00
ORD,2019-04-24 21:51,55.00
ORD,2019-04-24 22:51,55.00
ORD,2019-04-24 23:51,53.00
ORD,2019-04-25 00:51,49.00
ORD,2019-04-25 01:51,50.00
ORD,2019-04-25 02:51,48.00
ORD,2019-04-25 03:51,47.00
ORD,2019-04-25 04:51,48.00
ORD,2019-04-25 05:51,47.00
ORD,2019-04-25 06:51,49.00
ORD,2019-04-25 07:51,54.00
ORD,2019-04-25 08:51,57.00
ORD,2019-04-25 09:51,60.00
ORD,2019-04-25 10:51,63.00
ORD,2019-04-25 11:51,65.00
ORD,2019-04-25 12:51,67.00
ORD,2019-04-25 13:51,67.00
ORD,2019-04-25 14:51,65.00
ORD,2019-04-25 15:51,63.00
ORD,2019-04-25 16:51,61.00
ORD,2019-04-25 17:51,60.00
ORD,2019-04-25 18:51,60.00
ORD,2019-04-25 19:51,58.00
ORD,2019-04-25 20:51,56.00
ORD,2019-04-25 21:51,56.00
ORD,2019-04-25 22:49,57.20
ORD,2019-04-25 22:51,56.00
ORD,2019-04-25 23:51,52.00
ORD,2019-04-26 00:11,52.00
ORD,2019-04-26 00:32,51.00
ORD,2019-04-26 00:47,51.80
ORD,2019-04-26 00:51,51.00
ORD,2019-04-26 01:51,50.00
ORD,2019-04-26 02:51,49.00
ORD,2019-04-26 03:51,49.00
ORD,2019-04-26 04:51,49.00
ORD,2019-04-26 05:51,49.00
ORD,2019-04-26 06:51,49.00
ORD,2019-04-26 07:51,51.00
ORD,2019-04-26 08:51,54.00
ORD,2019-04-26 09:51,56.00
ORD,2019-04-26 10:51,58.00
ORD,2019-04-26 11:51,59.00
ORD,2019-04-26 12:51,61.00
ORD,2019-04-26 13:51,62.00
ORD,2019-04-26 14:51,63.00
ORD,2019-04-26 15:51,63.00
ORD,2019-04-26 16:51,62.00
ORD,2019-04-26 17:51,61.00
ORD,2019-04-26 18:51,59.00
ORD,2019-04-26 19:51,57.00
ORD,2019-04-26 20:51,55.00
ORD,2019-04-26 21:51,53.00
ORD,2019-04-26 22:51,52.00
ORD,2019-04-26 23:51,51.00
ORD,2019-04-27 00:51,49.00
ORD,2019-04-27 01:51,44.00
ORD,2019-04-27 02:51,43.00
ORD,2019-04-27 03:51,41.00
ORD,2019-04-27 04:51,40.00
ORD,2019-04-27 05:51,42.00
ORD,2019-04-27 06:51,41.00
ORD,2019-04-27 07:51,41.00
ORD,2019-04-27 08:51,41.00
ORD,2019-04-27 09:51,41.00
ORD,2019-04-27 10:16,39.00
ORD,2019-04-27 10:28,39.00
ORD,2019-04-27 10:51,36.00
ORD,2019-04-27 10:53,36.00
ORD,2019-04-27 11:08,34.00
ORD,2019-04-27 11:21,33.00
ORD,2019-04-27 11:29,33.00
ORD,2019-04-27 11:51,32.00
ORD,2019-04-27 12:51,33.00
ORD,2019-04-27 13:09,33.00
ORD,2019-04-27 13:17,33.00
ORD,2019-04-27 13:25,33.00
ORD,2019-04-27 13:39,34.00
ORD,2019-04-27 13:51,34.00
ORD,2019-04-27 14:07,34.00
ORD,2019-04-27 14:21,34.00
ORD,2019-04-27 14:34,34.00
ORD,2019-04-27 14:51,34.00
ORD,2019-04-27 15:24,33.00
ORD,2019-04-27 15:51,33.00
ORD,2019-04-27 16:02,33.00
ORD,2019-04-27 16:51,33.00
ORD,2019-04-27 17:07,33.00
ORD,2019-04-27 17:51,32.00
ORD,2019-04-27 18:51,32.00
ORD,2019-04-27 19:51,32.00
ORD,2019-04-27 19:59,32.00
ORD,2019-04-27 20:51,32.00
ORD,2019-04-27 21:25,32.00
ORD,2019-04-27 21:31,33.00
ORD,2019-04-27 21:42,33.00
ORD,2019-04-27 21:51,33.00
ORD,2019-04-27 22:19,33.00
ORD,2019-04-27 22:36,34.00
ORD,2019-04-27 22:51,34.00
ORD,2019-04-27 23:51,35.00
ORD,2019-04-28 00:14,35.00
ORD,2019-04-28 00:51,35.00
ORD,2019-04-28 01:51,34.00
ORD,2019-04-28 02:51,33.00
ORD,2019-04-28 03:51,33.00
ORD,2019-04-28 04:51,30.90
ORD,2019-04-28 05:51,30.90
ORD,2019-04-28 06:51,32.00
ORD,2019-04-28 07:51,35.00
ORD,2019-04-28 08:51,39.00
ORD,2019-04-28 09:51,42.00
ORD,2019-04-28 10:51,45.00
ORD,2019-04-28 11:51,47.00
ORD,2019-04-28 12:51,49.00
ORD,2019-04-28 13:51,51.00
ORD,2019-04-28 14:51,51.00
ORD,2019-04-28 15:51,51.00
ORD,2019-04-28 16:51,51.00
ORD,2019-04-28 17:51,51.00
ORD,2019-04-28 18:51,47.00
ORD,2019-04-28 19:51,45.00
ORD,2019-04-28 20:51,43.00
ORD,2019-04-28 21:51,44.00
ORD,2019-04-28 22:51,43.00
ORD,2019-04-28 23:51,43.00
ORD,2019-04-29 00:51,44.00
ORD,2019-04-29 01:51,44.00
ORD,2019-04-29 02:51,44.00
ORD,2019-04-29 03:08,45.00
ORD,2019-04-29 03:51,44.00
ORD,2019-04-29 04:51,44.00
ORD,2019-04-29 05:51,43.00
ORD,2019-04-29 06:51,43.00
ORD,2019-04-29 07:51,43.00
ORD,2019-04-29 08:51,44.00
ORD,2019-04-29 09:12,44.00
ORD,2019-04-29 09:40,45.00
ORD,2019-04-29 09:51,45.00
ORD,2019-04-29 10:51,45.00
ORD,2019-04-29 11:06,45.00
ORD,2019-04-29 11:51,45.00
ORD,2019-04-29 12:51,46.00
ORD,2019-04-29 12:58,47.00
ORD,2019-04-29 13:51,47.00
ORD,2019-04-29 14:51,49.00
ORD,2019-04-29 15:51,49.00
ORD,2019-04-29 16:51,50.00
ORD,2019-04-29 17:51,50.00
ORD,2019-04-29 18:51,50.00
ORD,2019-04-29 19:51,50.00
ORD,2019-04-29 20:51,51.00
ORD,2019-04-29 21:51,51.00
ORD,2019-04-29 22:51,50.00
ORD,2019-04-29 23:26,47.00
ORD,2019-04-29 23:51,47.00
ORD,2019-04-30 00:51,46.00
ORD,2019-04-30 01:41,45.00
ORD,2019-04-30 01:51,44.00
ORD,2019-04-30 01:55,44.00
ORD,2019-04-30 02:04,43.00
ORD,2019-04-30 02:17,44.00
ORD,2019-04-30 02:27,44.00
ORD,2019-04-30 02:37,44.00
ORD,2019-04-30 02:51,44.00
ORD,2019-04-30 03:51,43.00
ORD,2019-04-30 04:40,41.00
