station,valid,tmpf
ORD,2018-01-01 00:51,-3.00
ORD,2018-01-01 01:51,-4.00
ORD,2018-01-01 02:51,-5.00
ORD,2018-01-01 03:51,-6.00
ORD,2018-01-01 04:51,-6.00
ORD,2018-01-01 05:51,-7.00
ORD,2018-01-01 06:51,-8.00
ORD,2018-01-01 07:51,-9.00
ORD,2018-01-01 08:51,-8.00
ORD,2018-01-01 09:51,-6.00
ORD,2018-01-01 10:51,-4.00
ORD,2018-01-01 11:51,-2.00
ORD,2018-01-01 12:51,0.00
ORD,2018-01-01 13:51,1.00
ORD,2018-01-01 14:51,1.00
ORD,2018-01-01 15:51,0.00
ORD,2018-01-01 16:51,-0.90
ORD,2018-01-01 17:51,-2.00
ORD,2018-01-01 18:51,-3.00
ORD,2018-01-01 19:51,-3.00
ORD,2018-01-01 20:51,-5.00
ORD,2018-01-01 21:51,-5.00
ORD,2018-01-01 22:51,-6.00
ORD,2018-01-01 23:51,-6.00
ORD,2018-01-02 00:51,-6.00
ORD,2018-01-02 01:51,-6.00
ORD,2018-01-02 02:51,-6.00
ORD,2018-01-02 03:51,-7.00
ORD,2018-01-02 04:51,-7.00
ORD,2018-01-02 05:51,-7.00
ORD,2018-01-02 06:51,-8.00
ORD,2018-01-02 07:51,-8.00
ORD,2018-01-02 08:51,-6.00
ORD,2018-01-02 09:51,-2.00
ORD,2018-01-02 10:51,1.90
ORD,2018-01-02 11:51,4.00
ORD,2018-01-02 12:51,5.00
ORD,2018-01-02 13:51,7.00
ORD,2018-01-02 14:51,7.00
ORD,2018-01-02 15:51,6.00
ORD,2018-01-02 16:51,4.00
ORD,2018-01-02 17:51,3.00
ORD,2018-01-02 18:51,1.90
ORD,2018-01-02 19:51,1.90
ORD,2018-01-02 20:51,4.00
ORD,2018-01-02 21:51,6.00
ORD,2018-01-02 22:51,7.00
ORD,2018-01-02 23:51,8.10
ORD,2018-01-03 00:51,10.00
ORD,2018-01-03 01:51,10.90
ORD,2018-01-03 02:51,12.00
ORD,2018-01-03 03:34,12.00
ORD,2018-01-03 03:41,12.00
ORD,2018-01-03 03:51,12.00
ORD,2018-01-03 04:02,12.00
ORD,2018-01-03 04:51,12.90
ORD,2018-01-03 05:51,12.90
ORD,2018-01-03 06:51,14.00
ORD,2018-01-03 07:51,15.10
ORD,2018-01-03 08:39,15.10
ORD,2018-01-03 08:51,16.00
ORD,2018-01-03 09:51,16.00
ORD,2018-01-03 10:51,16.00
ORD,2018-01-03 11:51,17.10
ORD,2018-01-03 12:51,16.00
ORD,2018-01-03 13:51,16.00
ORD,2018-01-03 14:51,16.00
ORD,2018-01-03 15:51,15.10
ORD,2018-01-03 16:51,14.00
ORD,2018-01-03 17:51,12.90
ORD,2018-01-03 18:51,12.00
ORD,2018-01-03 19:51,10.90
ORD,2018-01-03 20:51,10.90
ORD,2018-01-03 21:51,9.00
ORD,2018-01-03 22:51,8.10
ORD,2018-01-03 23:51,6.00
ORD,2018-01-04 00:51,5.00
ORD,2018-01-04 01:51,4.00
ORD,2018-01-04 02:51,3.00
ORD,2018-01-04 03:51,1.90
ORD,2018-01-04 04:51,1.00
ORD,2018-01-04 05:51,1.00
ORD,2018-01-04 06:51,1.00
ORD,2018-01-04 07:51,1.00
ORD,2018-01-04 08:51,3.00
ORD,2018-01-04 09:51,5.00
ORD,2018-01-04 10:51,8.10
ORD,2018-01-04 11:51,10.00
ORD,2018-01-04 12:51,10.90
ORD,2018-01-04 13:51,12.00
ORD,2018-01-04 14:51,12.00
ORD,2018-01-04 15:51,10.00
ORD,2018-01-04 16:51,8.10
ORD,2018-01-04 17:51,7.00
ORD,2018-01-04 18:51,6.00
ORD,2018-01-04 19:51,5.00
ORD,2018-01-04 20:51,4.00
ORD,2018-01-04 21:51,4.00
ORD,2018-01-04 22:51,3.00
ORD,2018-01-04 23:51,3.00
ORD,2018-01-05 00:51,1.90
ORD,2018-01-05 01:51,1.00
ORD,2018-01-05 02:51,0.00
ORD,2018-01-05 03:51,0.00
ORD,2018-01-05 04:51,0.00
ORD,2018-01-05 05:51,0.00
ORD,2018-01-05 06:51,-0.90
ORD,2018-01-05 07:51,1.90
ORD,2018-01-05 08:51,3.00
ORD,2018-01-05 09:51,5.00
ORD,2018-01-05 10:51,8.10
ORD,2018-01-05 11:51,9.00
ORD,2018-01-05 12:51,10.00
ORD,2018-01-05 13:51,10.90
ORD,2018-01-05 14:51,10.90
ORD,2018-01-05 15:51,10.00
ORD,2018-01-05 16:51,7.00
ORD,2018-01-05 17:51,7.00
ORD,2018-01-05 18:51,6.00
ORD,2018-01-05 19:51,4.00
ORD,2018-01-05 20:51,4.00
ORD,2018-01-05 21:51,3.00
ORD,2018-01-05 22:51,1.90
ORD,2018-01-05 23:51,1.90
ORD,2018-01-06 00:51,1.00
ORD,2018-01-06 01:51,1.00
ORD,2018-01-06 02:51,0.00
ORD,2018-01-06 03:51,0.00
ORD,2018-01-06 04:51,-0.90
ORD,2018-01-06 05:51,-0.90
ORD,2018-01-06 06:51,-2.00
ORD,2018-01-06 07:51,-0.90
ORD,2018-01-06 08:51,3.00
ORD,2018-01-06 09:51,7.00
ORD,2018-01-06 10:51,10.00
ORD,2018-01-06 11:51,12.00
ORD,2018-01-06 12:51,15.10
ORD,2018-01-06 13:51,14.00
ORD,2018-01-06 14:51,15.10
ORD,2018-01-06 15:51,14.00
ORD,2018-01-06 16:51,12.90
ORD,2018-01-06 17:51,12.00
ORD,2018-01-06 18:51,10.00
ORD,2018-01-06 19:51,10.00
ORD,2018-01-06 20:51,9.00
ORD,2018-01-06 21:51,7.00
ORD,2018-01-06 22:51,8.10
ORD,2018-01-06 23:51,8.10
ORD,2018-01-07 00:51,9.00
ORD,2018-01-07 01:51,10.00
ORD,2018-01-07 02:51,14.00
ORD,2018-01-07 03:51,15.10
ORD,2018-01-07 04:47,15.80
ORD,2018-01-07 04:51,14.00
ORD,2018-01-07 05:51,15.10
ORD,2018-01-07 06:51,17.10
ORD,2018-01-07 07:51,18.00
ORD,2018-01-07 08:51,19.90
ORD,2018-01-07 09:51,21.90
ORD,2018-01-07 10:51,23.00
ORD,2018-01-07 11:51,25.00
ORD,2018-01-07 12:51,27.00
ORD,2018-01-07 13:39,26.10
ORD,2018-01-07 13:51,26.10
ORD,2018-01-07 14:08,27.00
ORD,2018-01-07 14:40,27.00
ORD,2018-01-07 14:51,27.00
ORD,2018-01-07 15:13,28.00
ORD,2018-01-07 15:24,28.00
ORD,2018-01-07 15:51,28.00
ORD,2018-01-07 16:34,28.90
ORD,2018-01-07 16:42,28.90
ORD,2018-01-07 16:51,28.90
ORD,2018-01-07 17:07,30.00
ORD,2018-01-07 17:51,30.00
ORD,2018-01-07 18:07,30.00
ORD,2018-01-07 18:23,30.00
ORD,2018-01-07 18:51,30.90
ORD,2018-01-07 19:31,32.00
ORD,2018-01-07 19:51,30.90
ORD,2018-01-07 20:51,32.00
ORD,2018-01-07 21:00,32.00
ORD,2018-01-07 21:51,33.00
ORD,2018-01-07 22:00,32.00
ORD,2018-01-07 22:12,32.00
ORD,2018-01-07 22:35,32.00
ORD,2018-01-07 22:51,32.00
ORD,2018-01-07 23:00,32.00
ORD,2018-01-07 23:41,33.00
ORD,2018-01-07 23:48,33.80
ORD,2018-01-07 23:51,33.00
ORD,2018-01-08 00:06,33.00
ORD,2018-01-08 00:25,33.00
ORD,2018-01-08 00:51,33.00
ORD,2018-01-08 01:03,33.00
ORD,2018-01-08 01:30,33.00
ORD,2018-01-08 01:51,33.00
ORD,2018-01-08 02:51,33.00
ORD,2018-01-08 03:51,33.00
ORD,2018-01-08 04:51,33.00
ORD,2018-01-08 05:18,33.00
ORD,2018-01-08 05:48,33.80
ORD,2018-01-08 05:51,34.00
ORD,2018-01-08 06:28,34.00
ORD,2018-01-08 06:51,34.00
ORD,2018-01-08 07:51,34.00
ORD,2018-01-08 08:51,33.00
ORD,2018-01-08 09:51,34.00
ORD,2018-01-08 10:51,34.00
ORD,2018-01-08 11:51,35.00
ORD,2018-01-08 12:51,35.00
ORD,2018-01-08 13:51,36.00
ORD,2018-01-08 14:51,37.00
ORD,2018-01-08 15:51,37.00
ORD,2018-01-08 16:51,35.00
ORD,2018-01-08 17:51,33.00
ORD,2018-01-08 18:51,33.00
ORD,2018-01-08 19:51,32.00
ORD,2018-01-08 20:51,30.90
ORD,2018-01-08 21:51,30.90
ORD,2018-01-08 22:51,32.00
ORD,2018-01-08 23:51,32.00
ORD,2018-01-09 00:51,30.90
ORD,2018-01-09 01:51,28.90
ORD,2018-01-09 02:51,27.00
ORD,2018-01-09 03:51,28.90
ORD,2018-01-09 04:51,28.40
ORD,2018-01-09 05:51,28.00
ORD,2018-01-09 06:51,27.00
ORD,2018-01-09 07:15,26.10
ORD,2018-01-09 07:25,26.10
ORD,2018-01-09 07:38,26.10
ORD,2018-01-09 07:51,27.00
ORD,2018-01-09 08:51,28.00
ORD,2018-01-09 09:34,28.90
ORD,2018-01-09 09:51,28.90
ORD,2018-01-09 10:22,30.00
ORD,2018-01-09 10:51,30.90
ORD,2018-01-09 11:51,33.00
ORD,2018-01-09 12:28,34.00
ORD,2018-01-09 12:51,34.00
ORD,2018-01-09 13:51,34.00
ORD,2018-01-09 14:51,35.00
ORD,2018-01-09 15:51,35.00
ORD,2018-01-09 16:51,33.00
ORD,2018-01-09 17:51,32.00
ORD,2018-01-09 18:51,30.90
ORD,2018-01-09 19:22,30.90
ORD,2018-01-09 19:36,30.90
ORD,2018-01-09 19:51,30.90
ORD,2018-01-09 20:43,30.90
ORD,2018-01-09 20:51,30.90
ORD,2018-01-09 21:51,28.90
ORD,2018-01-09 22:51,28.00
ORD,2018-01-09 23:51,30.00
ORD,2018-01-10 00:09,30.00
ORD,2018-01-10 00:51,30.90
ORD,2018-01-10 01:44,32.00
ORD,2018-01-10 01:51,32.00
ORD,2018-01-10 02:08,33.00
ORD,2018-01-10 02:32,33.00
ORD,2018-01-10 02:51,33.00
ORD,2018-01-10 03:49,33.80
ORD,2018-01-10 03:51,34.00
ORD,2018-01-10 04:08,34.00
ORD,2018-01-10 04:51,35.00
ORD,2018-01-10 05:41,36.00
ORD,2018-01-10 05:51,36.00
ORD,2018-01-10 06:51,37.00
ORD,2018-01-10 07:04,38.00
ORD,2018-01-10 07:51,39.00
ORD,2018-01-10 08:51,40.00
ORD,2018-01-10 09:51,41.00
ORD,2018-01-10 10:51,42.00
ORD,2018-01-10 11:18,42.00
ORD,2018-01-10 11:41,43.00
ORD,2018-01-10 11:51,43.00
ORD,2018-01-10 12:43,44.00
ORD,2018-01-10 12:51,45.00
ORD,2018-01-10 12:58,45.00
ORD,2018-01-10 13:12,45.00
ORD,2018-01-10 13:51,45.00
ORD,2018-01-10 14:28,46.00
ORD,2018-01-10 14:51,46.00
ORD,2018-01-10 15:51,47.00
ORD,2018-01-10 16:38,48.00
ORD,2018-01-10 16:51,49.00
ORD,2018-01-10 17:22,50.00
ORD,2018-01-10 17:51,51.00
ORD,2018-01-10 18:51,52.00
ORD,2018-01-10 19:51,53.00
ORD,2018-01-10 20:51,54.00
ORD,2018-01-10 21:51,55.00
ORD,2018-01-10 22:51,56.00
ORD,2018-01-10 23:51,56.00
ORD,2018-01-11 00:51,56.00
ORD,2018-01-11 01:51,56.00
ORD,2018-01-11 02:17,56.00
ORD,2018-01-11 02:51,56.00
ORD,2018-01-11 03:51,56.00
ORD,2018-01-11 04:51,56.00
ORD,2018-01-11 05:49,57.20
ORD,2018-01-11 05:51,57.00
ORD,2018-01-11 06:51,57.00
ORD,2018-01-11 07:34,56.00
ORD,2018-01-11 07:48,55.40
ORD,2018-01-11 07:51,56.00
ORD,2018-01-11 08:15,56.00
ORD,2018-01-11 08:31,56.00
ORD,2018-01-11 08:51,56.00
ORD,2018-01-11 09:51,56.00
ORD,2018-01-11 10:51,56.00
ORD,2018-01-11 11:28,57.00
ORD,2018-01-11 11:51,58.00
ORD,2018-01-11 12:51,57.00
ORD,2018-01-11 13:23,56.00
ORD,2018-01-11 13:32,56.00
ORD,2018-01-11 13:41,56.00
ORD,2018-01-11 13:51,56.00
ORD,2018-01-11 14:03,56.00
ORD,2018-01-11 14:07,56.00
ORD,2018-01-11 14:51,58.00
ORD,2018-01-11 15:31,58.00
ORD,2018-01-11 15:51,54.00
ORD,2018-01-11 16:07,52.00
ORD,2018-01-11 16:11,52.00
ORD,2018-01-11 16:27,52.00
ORD,2018-01-11 16:41,51.00
ORD,2018-01-11 16:51,51.00
ORD,2018-01-11 17:03,51.00
ORD,2018-01-11 17:20,46.00
ORD,2018-01-11 17:51,39.00
ORD,2018-01-11 18:24,36.00
ORD,2018-01-11 18:51,34.00
ORD,2018-01-11 19:51,30.90
ORD,2018-01-11 20:51,26.10
ORD,2018-01-11 21:06,26.10
ORD,2018-01-11 21:51,25.00
ORD,2018-01-11 22:51,24.10
ORD,2018-01-11 23:12,23.00
ORD,2018-01-11 23:51,23.00
ORD,2018-01-12 00:51,23.00
ORD,2018-01-12 01:48,21.20
ORD,2018-01-12 01:51,21.90
ORD,2018-01-12 02:51,21.90
ORD,2018-01-12 03:51,21.90
ORD,2018-01-12 04:51,23.00
ORD,2018-01-12 05:51,23.00
ORD,2018-01-12 06:51,21.90
ORD,2018-01-12 07:51,21.00
ORD,2018-01-12 08:51,21.00
ORD,2018-01-12 09:51,21.00
ORD,2018-01-12 10:51,21.00
ORD,2018-01-12 11:51,21.00
ORD,2018-01-12 12:51,19.90
ORD,2018-01-12 13:51,19.90
ORD,2018-01-12 14:20,19.90
ORD,2018-01-12 14:51,19.90
ORD,2018-01-12 15:51,19.90
ORD,2018-01-12 16:51,19.90
ORD,2018-01-12 17:51,19.00
ORD,2018-01-12 18:51,19.00
ORD,2018-01-12 19:51,18.00
ORD,2018-01-12 20:15,17.10
ORD,2018-01-12 20:51,17.10
ORD,2018-01-12 21:51,16.00
ORD,2018-01-12 22:51,15.10
ORD,2018-01-12 23:51,14.00
ORD,2018-01-13 00:51,12.90
ORD,2018-01-13 01:51,12.00
ORD,2018-01-13 02:51,10.90
ORD,2018-01-13 03:51,10.00
ORD,2018-01-13 04:51,8.10
ORD,2018-01-13 05:51,8.10
ORD,2018-01-13 06:51,7.00
ORD,2018-01-13 07:51,6.00
ORD,2018-01-13 08:51,8.10
ORD,2018-01-13 09:51,10.00
ORD,2018-01-13 10:51,10.90
ORD,2018-01-13 11:51,12.90
ORD,2018-01-13 12:51,14.00
ORD,2018-01-13 13:51,14.00
ORD,2018-01-13 14:51,16.00
ORD,2018-01-13 15:51,16.00
ORD,2018-01-13 16:51,14.00
ORD,2018-01-13 17:51,12.90
ORD,2018-01-13 18:51,12.00
ORD,2018-01-13 19:51,12.00
ORD,2018-01-13 20:51,10.00
ORD,2018-01-13 21:51,9.00
ORD,2018-01-13 22:51,9.00
ORD,2018-01-13 23:51,7.00
ORD,2018-01-14 00:51,7.00
ORD,2018-01-14 01:51,7.00
ORD,2018-01-14 02:51,7.00
ORD,2018-01-14 03:51,7.00
ORD,2018-01-14 04:51,6.00
ORD,2018-01-14 05:51,5.00
ORD,2018-01-14 06:51,6.00
ORD,2018-01-14 07:51,7.00
ORD,2018-01-14 08:51,10.90
ORD,2018-01-14 09:51,12.90
ORD,2018-01-14 10:51,16.00
ORD,2018-01-14 11:51,17.10
ORD,2018-01-14 12:51,19.90
ORD,2018-01-14 13:51,19.90
ORD,2018-01-14 14:51,21.00
ORD,2018-01-14 15:51,21.00
ORD,2018-01-14 16:51,19.90
ORD,2018-01-14 17:23,19.90
ORD,2018-01-14 17:36,19.90
ORD,2018-01-14 17:43,19.00
ORD,2018-01-14 17:51,19.00
ORD,2018-01-14 18:02,19.00
ORD,2018-01-14 18:16,19.00
ORD,2018-01-14 18:51,18.00
ORD,2018-01-14 19:22,18.00
ORD,2018-01-14 19:51,18.00
ORD,2018-01-14 20:01,18.00
ORD,2018-01-14 20:08,18.00
ORD,2018-01-14 20:29,18.00
ORD,2018-01-14 20:39,18.00
ORD,2018-01-14 20:51,18.00
ORD,2018-01-14 21:37,18.00
ORD,2018-01-14 21:51,18.00
ORD,2018-01-14 22:06,18.00
ORD,2018-01-14 22:51,18.00
ORD,2018-01-14 23:08,18.00
ORD,2018-01-14 23:33,18.00
ORD,2018-01-14 23:51,18.00
ORD,2018-01-15 00:07,18.00
ORD,2018-01-15 00:51,19.00
ORD,2018-01-15 01:09,19.00
ORD,2018-01-15 01:22,19.00
ORD,2018-01-15 01:46,19.40
ORD,2018-01-15 01:51,19.00
ORD,2018-01-15 02:48,19.40
ORD,2018-01-15 02:51,19.00
ORD,2018-01-15 03:51,19.00
ORD,2018-01-15 04:51,19.00
ORD,2018-01-15 04:57,19.00
ORD,2018-01-15 05:51,19.00
ORD,2018-01-15 06:43,19.00
ORD,2018-01-15 06:51,19.00
ORD,2018-01-15 07:17,19.00
ORD,2018-01-15 07:48,19.40
ORD,2018-01-15 07:51,19.00
ORD,2018-01-15 08:00,19.00
ORD,2018-01-15 08:51,19.90
ORD,2018-01-15 09:09,19.90
ORD,2018-01-15 09:51,21.00
ORD,2018-01-15 10:51,21.90
ORD,2018-01-15 11:51,23.00
ORD,2018-01-15 12:51,21.00
ORD,2018-01-15 13:51,19.00
ORD,2018-01-15 14:36,17.10
ORD,2018-01-15 14:51,17.10
ORD,2018-01-15 15:18,16.00
ORD,2018-01-15 15:33,16.00
ORD,2018-01-15 15:51,16.00
ORD,2018-01-15 16:51,15.10
ORD,2018-01-15 17:07,14.00
ORD,2018-01-15 17:51,12.90
ORD,2018-01-15 18:42,12.90
ORD,2018-01-15 18:51,12.00
ORD,2018-01-15 19:51,12.00
ORD,2018-01-15 20:51,10.90
ORD,2018-01-15 21:11,12.00
ORD,2018-01-15 21:51,12.00
ORD,2018-01-15 22:38,10.90
ORD,2018-01-15 22:51,10.90
ORD,2018-01-15 23:51,10.00
ORD,2018-01-16 00:28,10.00
ORD,2018-01-16 00:37,10.00
ORD,2018-01-16 00:47,10.40
ORD,2018-01-16 00:51,10.00
ORD,2018-01-16 01:16,9.00
ORD,2018-01-16 01:22,9.00
ORD,2018-01-16 01:29,9.00
ORD,2018-01-16 01:51,9.00
ORD,2018-01-16 02:08,9.00
ORD,2018-01-16 02:18,9.00
ORD,2018-01-16 02:51,10.00
ORD,2018-01-16 03:51,10.00
ORD,2018-01-16 04:34,10.00
ORD,2018-01-16 04:51,10.90
ORD,2018-01-16 05:51,12.90
ORD,2018-01-16 06:26,14.00
ORD,2018-01-16 06:51,14.00
ORD,2018-01-16 07:24,15.10
ORD,2018-01-16 07:34,16.00
ORD,2018-01-16 07:51,16.00
ORD,2018-01-16 08:51,17.10
ORD,2018-01-16 09:51,19.00
ORD,2018-01-16 10:51,21.00
ORD,2018-01-16 11:08,21.00
ORD,2018-01-16 11:48,21.20
ORD,2018-01-16 11:51,21.90
ORD,2018-01-16 11:58,21.90
ORD,2018-01-16 12:51,24.10
ORD,2018-01-16 13:51,24.10
ORD,2018-01-16 14:51,25.00
ORD,2018-01-16 15:51,24.10
ORD,2018-01-16 16:51,21.90
ORD,2018-01-16 17:51,19.90
ORD,2018-01-16 18:51,18.00
ORD,2018-01-16 19:51,17.10
ORD,2018-01-16 20:51,16.00
ORD,2018-01-16 21:51,15.10
ORD,2018-01-16 22:51,14.00
ORD,2018-01-16 23:51,12.00
ORD,2018-01-17 00:51,12.00
ORD,2018-01-17 01:51,10.00
ORD,2018-01-17 02:51,9.00
ORD,2018-01-17 03:51,8.10
ORD,2018-01-17 04:51,6.00
ORD,2018-01-17 05:51,5.00
ORD,2018-01-17 06:51,5.00
ORD,2018-01-17 07:51,5.00
ORD,2018-01-17 08:51,6.00
ORD,2018-01-17 09:51,10.90
ORD,2018-01-17 10:51,15.10
ORD,2018-01-17 11:51,16.00
ORD,2018-01-17 12:51,19.00
ORD,2018-01-17 13:51,19.00
ORD,2018-01-17 14:51,19.00
ORD,2018-01-17 15:51,19.90
ORD,2018-01-17 16:51,19.90
ORD,2018-01-17 17:51,18.00
ORD,2018-01-17 18:51,18.00
ORD,2018-01-17 19:51,18.00
ORD,2018-01-17 20:51,17.10
ORD,2018-01-17 21:51,17.10
ORD,2018-01-17 22:51,18.00
ORD,2018-01-17 23:51,18.00
ORD,2018-01-18 00:51,17.10
ORD,2018-01-18 01:51,17.10
ORD,2018-01-18 02:51,17.10
ORD,2018-01-18 03:51,17.10
ORD,2018-01-18 04:51,17.10
ORD,2018-01-18 05:51,17.10
ORD,2018-01-18 06:51,17.10
ORD,2018-01-18 07:51,17.10
ORD,2018-01-18 08:51,19.00
ORD,2018-01-18 09:51,21.90
ORD,2018-01-18 10:51,25.00
ORD,2018-01-18 11:51,26.10
ORD,2018-01-18 12:51,28.90
ORD,2018-01-18 13:51,32.00
ORD,2018-01-18 14:51,32.00
ORD,2018-01-18 15:51,32.00
ORD,2018-01-18 16:51,30.90
ORD,2018-01-18 17:51,30.90
ORD,2018-01-18 18:51,30.90
ORD,2018-01-18 19:51,30.90
ORD,2018-01-18 20:51,30.90
ORD,2018-01-18 21:51,30.90
ORD,2018-01-18 22:51,30.00
ORD,2018-01-18 23:51,28.90
ORD,2018-01-19 00:51,30.00
ORD,2018-01-19 01:51,30.00
ORD,2018-01-19 02:51,28.90
ORD,2018-01-19 03:51,28.00
ORD,2018-01-19 04:51,28.90
ORD,2018-01-19 05:51,28.90
ORD,2018-01-19 06:51,28.90
ORD,2018-01-19 07:51,28.90
ORD,2018-01-19 08:51,30.90
ORD,2018-01-19 09:51,33.00
ORD,2018-01-19 10:51,34.00
ORD,2018-01-19 11:51,36.00
ORD,2018-01-19 12:51,38.00
ORD,2018-01-19 13:51,39.00
ORD,2018-01-19 14:51,39.00
ORD,2018-01-19 15:51,39.00
ORD,2018-01-19 16:51,38.00
ORD,2018-01-19 17:51,39.00
ORD,2018-01-19 18:51,40.00
ORD,2018-01-19 19:51,40.00
ORD,2018-01-19 20:51,40.00
ORD,2018-01-19 21:51,40.00
ORD,2018-01-19 22:51,39.00
ORD,2018-01-19 23:51,39.00
ORD,2018-01-20 00:51,38.00
ORD,2018-01-20 01:51,37.00
ORD,2018-01-20 02:51,37.00
ORD,2018-01-20 03:51,36.00
ORD,2018-01-20 04:51,36.00
ORD,2018-01-20 05:51,35.00
ORD,2018-01-20 06:51,33.00
ORD,2018-01-20 07:51,33.00
ORD,2018-01-20 08:51,36.00
ORD,2018-01-20 09:51,39.00
ORD,2018-01-20 10:51,41.00
ORD,2018-01-20 11:51,42.00
ORD,2018-01-20 12:51,44.00
ORD,2018-01-20 13:51,45.00
ORD,2018-01-20 14:51,45.00
ORD,2018-01-20 15:51,45.00
ORD,2018-01-20 16:51,42.00
ORD,2018-01-20 17:36,40.00
ORD,2018-01-20 17:51,39.00
ORD,2018-01-20 18:51,42.00
ORD,2018-01-20 19:51,41.00
ORD,2018-01-20 20:51,40.00
ORD,2018-01-20 21:51,40.00
ORD,2018-01-20 22:51,40.00
ORD,2018-01-20 23:12,39.00
ORD,2018-01-20 23:51,38.00
ORD,2018-01-21 00:51,39.00
ORD,2018-01-21 01:51,39.00
ORD,2018-01-21 02:21,39.00
ORD,2018-01-21 02:51,38.00
ORD,2018-01-21 03:51,38.00
ORD,2018-01-21 04:51,36.00
ORD,2018-01-21 05:51,38.00
ORD,2018-01-21 06:51,37.00
ORD,2018-01-21 07:34,39.00
ORD,2018-01-21 07:51,39.00
ORD,2018-01-21 08:01,39.00
ORD,2018-01-21 08:51,40.00
ORD,2018-01-21 09:28,40.00
ORD,2018-01-21 09:51,40.00
ORD,2018-01-21 10:42,41.00
ORD,2018-01-21 10:51,41.00
ORD,2018-01-21 11:51,43.00
ORD,2018-01-21 12:15,44.00
ORD,2018-01-21 12:51,44.00
ORD,2018-01-21 13:33,44.00
ORD,2018-01-21 13:51,44.00
ORD,2018-01-21 14:51,43.00
ORD,2018-01-21 15:08,44.00
ORD,2018-01-21 15:42,44.00
ORD,2018-01-21 15:51,44.00
ORD,2018-01-21 16:51,43.00
ORD,2018-01-21 17:13,43.00
ORD,2018-01-21 17:33,42.00
ORD,2018-01-21 17:51,42.00
ORD,2018-01-21 17:58,42.00
ORD,2018-01-21 18:08,42.00
ORD,2018-01-21 18:49,42.80
ORD,2018-01-21 18:51,41.00
ORD,2018-01-21 19:51,41.00
ORD,2018-01-21 20:12,41.00
ORD,2018-01-21 20:32,41.00
ORD,2018-01-21 20:51,42.00
ORD,2018-01-21 21:51,43.00
ORD,2018-01-21 22:51,43.00
ORD,2018-01-21 23:31,43.00
ORD,2018-01-21 23:47,42.80
ORD,2018-01-21 23:51,43.00
ORD,2018-01-22 00:51,45.00
ORD,2018-01-22 01:51,46.00
ORD,2018-01-22 02:07,46.00
ORD,2018-01-22 02:46,46.40
ORD,2018-01-22 02:51,46.00
ORD,2018-01-22 02:56,46.00
ORD,2018-01-22 03:27,46.00
ORD,2018-01-22 03:44,47.00
ORD,2018-01-22 03:51,47.00
ORD,2018-01-22 04:14,46.00
ORD,2018-01-22 04:42,47.00
ORD,2018-01-22 04:51,46.00
ORD,2018-01-22 04:55,46.00
ORD,2018-01-22 05:09,47.00
ORD,2018-01-22 05:27,47.00
ORD,2018-01-22 05:45,46.40
ORD,2018-01-22 05:51,48.00
ORD,2018-01-22 06:17,47.00
ORD,2018-01-22 06:34,47.00
ORD,2018-01-22 06:43,48.00
ORD,2018-01-22 06:51,48.00
ORD,2018-01-22 07:44,50.00
ORD,2018-01-22 07:51,49.00
ORD,2018-01-22 08:51,50.00
ORD,2018-01-22 09:04,50.00
ORD,2018-01-22 09:51,51.00
ORD,2018-01-22 10:51,51.00
ORD,2018-01-22 11:51,51.00
ORD,2018-01-22 12:05,51.00
ORD,2018-01-22 12:51,51.00
ORD,2018-01-22 13:27,52.00
ORD,2018-01-22 13:38,52.00
ORD,2018-01-22 13:51,52.00
ORD,2018-01-22 14:37,53.00
ORD,2018-01-22 14:51,53.00
ORD,2018-01-22 15:16,54.00
ORD,2018-01-22 15:51,53.00
ORD,2018-01-22 16:51,50.00
ORD,2018-01-22 17:51,49.00
ORD,2018-01-22 18:51,49.00
ORD,2018-01-22 19:13,46.00
ORD,2018-01-22 19:30,45.00
ORD,2018-01-22 19:47,42.80
ORD,2018-01-22 19:51,42.00
ORD,2018-01-22 20:14,42.00
ORD,2018-01-22 20:51,41.00
ORD,2018-01-22 21:51,40.00
ORD,2018-01-22 22:51,39.00
ORD,2018-01-22 23:51,39.00
ORD,2018-01-23 00:51,38.00
ORD,2018-01-23 01:51,38.00
ORD,2018-01-23 02:29,37.00
ORD,2018-01-23 02:47,35.60
ORD,2018-01-23 02:51,36.00
ORD,2018-01-23 03:51,35.00
ORD,2018-01-23 04:15,34.00
ORD,2018-01-23 04:33,33.00
ORD,2018-01-23 04:44,33.00
ORD,2018-01-23 04:51,33.00
ORD,2018-01-23 05:06,33.00
ORD,2018-01-23 05:31,33.00
ORD,2018-01-23 05:49,33.80
ORD,2018-01-23 05:51,33.00
ORD,2018-01-23 06:02,32.00
ORD,2018-01-23 06:06,32.00
ORD,2018-01-23 06:42,32.00
ORD,2018-01-23 06:44,32.00
ORD,2018-01-23 06:51,32.00
ORD,2018-01-23 07:21,30.90
ORD,2018-01-23 07:49,30.20
ORD,2018-01-23 07:51,30.90
ORD,2018-01-23 08:31,32.00
ORD,2018-01-23 08:51,32.00
ORD,2018-01-23 09:51,30.90
ORD,2018-01-23 10:18,30.90
ORD,2018-01-23 10:51,30.00
ORD,2018-01-23 11:51,30.00
ORD,2018-01-23 12:51,30.00
ORD,2018-01-23 13:51,30.00
ORD,2018-01-23 14:51,30.90
ORD,2018-01-23 15:51,30.00
ORD,2018-01-23 16:51,30.00
ORD,2018-01-23 17:51,30.00
